SYMBOL,Gene,Feature
RORA,ENSG00000069667,ENST00000449337
,,ENSR00001863431
RP11-507B12.2,ENSG00000259616,ENST00000559783
,,ENSR00001865328
,,
,,ENSR00001865406
,,
,,
MAN2C1,ENSG00000140400,ENST00000569176
NEIL1,ENSG00000140398,ENST00000564738
NEIL1,ENSG00000140398,ENST00000567657
MAN2C1,ENSG00000140400,ENST00000567360
MAN2C1,ENSG00000140400,ENST00000563528
NEIL1,ENSG00000140398,ENST00000567005
NEIL1,ENSG00000140398,ENST00000567547
MAN2C1,ENSG00000140400,ENST00000563441
MAN2C1,ENSG00000280564,ENST00000563660
NEIL1,ENSG00000140398,ENST00000569758
NEIL1,ENSG00000140398,ENST00000569035
NEIL1,ENSG00000140398,ENST00000567393
NEIL1,ENSG00000140398,ENST00000565051
NEIL1,ENSG00000140398,ENST00000564784
MAN2C1,ENSG00000140400,ENST00000565683
MAN2C1,ENSG00000140400,ENST00000569482
MAN2C1,ENSG00000140400,ENST00000561693
MAN2C1,ENSG00000140400,ENST00000564929
MAN2C1,ENSG00000140400,ENST00000566634
MAN2C1,ENSG00000140400,ENST00000566013
MAN2C1,ENSG00000140400,ENST00000566569
MIR631,ENSG00000207636,ENST00000384904
MAN2C1,ENSG00000140400,ENST00000562228
NEIL1,ENSG00000140398,ENST00000561643
MAN2C1,ENSG00000140400,ENST00000565953
MAN2C1,ENSG00000140400,ENST00000562067
MAN2C1,ENSG00000140400,ENST00000564785
NEIL1,ENSG00000140398,ENST00000565121
MAN2C1,ENSG00000140400,ENST00000564570
MAN2C1,ENSG00000140400,ENST00000567163
NEIL1,ENSG00000140398,ENST00000568519
MAN2C1,ENSG00000140400,ENST00000563368
MAN2C1,ENSG00000140400,ENST00000563596
MAN2C1,ENSG00000140400,ENST00000563794
MAN2C1,ENSG00000140400,ENST00000566099
MAN2C1,ENSG00000140400,ENST00000267978
NEIL1,ENSG00000140398,ENST00000567959
NEIL1,ENSG00000140398,ENST00000355059
MAN2C1,ENSG00000140400,ENST00000562461
MAN2C1,ENSG00000140400,ENST00000618257
MAN2C1,ENSG00000140400,ENST00000563622
CTD-2026K11.1,ENSG00000260892,ENST00000569467
CSPG4,ENSG00000173546,ENST00000308508
CTD-2026K11.6,ENSG00000203392,ENST00000435356
,,ENSR00001866355
RP11-307C19.1,ENSG00000259362,ENST00000561283
,,ENSR00001866665
MORF4L1,ENSG00000185787,ENST00000559345
MORF4L1,ENSG00000185787,ENST00000558830
MORF4L1,ENSG00000185787,ENST00000558746
MORF4L1,ENSG00000185787,ENST00000558539
MORF4L1,ENSG00000185787,ENST00000560422
MORF4L1,ENSG00000185787,ENST00000559258
MORF4L1,ENSG00000185787,ENST00000559930
MORF4L1,ENSG00000185787,ENST00000559158
MORF4L1,ENSG00000185787,ENST00000558923
MORF4L1,ENSG00000185787,ENST00000559619
MORF4L1,ENSG00000185787,ENST00000331268
MORF4L1,ENSG00000185787,ENST00000426013
MORF4L1,ENSG00000185787,ENST00000558893
MORF4L1,ENSG00000185787,ENST00000557961
MORF4L1,ENSG00000185787,ENST00000559697
MORF4L1,ENSG00000185787,ENST00000558522
MORF4L1,ENSG00000185787,ENST00000558502
MORF4L1,ENSG00000185787,ENST00000559244
MORF4L1,ENSG00000185787,ENST00000559690
MORF4L1,ENSG00000185787,ENST00000561171
MORF4L1,ENSG00000185787,ENST00000559751
MORF4L1,ENSG00000185787,ENST00000379535
IL16,ENSG00000172349,ENST00000560989
ADAMTS7P1,ENSG00000274376,ENST00000613213
RP11-382A20.2,ENSG00000260579,ENST00000565513
TM6SF1,ENSG00000136404,ENST00000258909
TM6SF1,ENSG00000136404,ENST00000565774
TM6SF1,ENSG00000136404,ENST00000565982
TM6SF1,ENSG00000136404,ENST00000564988
TM6SF1,ENSG00000136404,ENST00000379390
HDGFRP3,ENSG00000166503,ENST00000568294
TM6SF1,ENSG00000136404,ENST00000322019
TM6SF1,ENSG00000136404,ENST00000379384
,,ENSR00001867741
,,
FANCI,ENSG00000140525,ENST00000310775
FANCI,ENSG00000140525,ENST00000565522
FANCI,ENSG00000140525,ENST00000567996
FANCI,ENSG00000140525,ENST00000561894
FANCI,ENSG00000140525,ENST00000447611
FANCI,ENSG00000140525,ENST00000567891
FANCI,ENSG00000140525,ENST00000570225
FANCI,ENSG00000140525,ENST00000300027
FANCI,ENSG00000140525,ENST00000564920
FANCI,ENSG00000140525,ENST00000564636
FANCI,ENSG00000140525,ENST00000570110
FANCI,ENSG00000140525,ENST00000568670
FANCI,ENSG00000140525,ENST00000563250
FANCI,ENSG00000140525,ENST00000565255
CRTC3-AS1,ENSG00000259736,ENST00000559531
VPS33B,ENSG00000184056,ENST00000574755
VPS33B,ENSG00000184056,ENST00000556096
VPS33B,ENSG00000184056,ENST00000333371
VPS33B,ENSG00000184056,ENST00000535906
VPS33B,ENSG00000184056,ENST00000557358
VPS33B,ENSG00000184056,ENST00000554264
ST8SIA2,ENSG00000140557,ENST00000539113
ST8SIA2,ENSG00000140557,ENST00000555434
ST8SIA2,ENSG00000140557,ENST00000268164
snoU109,ENSG00000239197,ENST00000458953
SNRPA1,ENSG00000131876,ENST00000560433
VIMP,ENSG00000131871,ENST00000526043
SNRPA1,ENSG00000131876,ENST00000560307
VIMP,ENSG00000131871,ENST00000529968
SNRPA1,ENSG00000131876,ENST00000560383
VIMP,ENSG00000131871,ENST00000534014
SNRPA1,ENSG00000131876,ENST00000559309
SNRPA1,ENSG00000131876,ENST00000558036
SNRPA1,ENSG00000131876,ENST00000559686
SNRPA1,ENSG00000131876,ENST00000540017
VIMP,ENSG00000131871,ENST00000531964
VIMP,ENSG00000131871,ENST00000526049
VIMP,ENSG00000131871,ENST00000398226
SNRPA1,ENSG00000131876,ENST00000254193
SNRPA1,ENSG00000131876,ENST00000394082
VIMP,ENSG00000131871,ENST00000528346
VIMP,ENSG00000131871,ENST00000527833
SNRPA1,ENSG00000131876,ENST00000560496
ABCA3,ENSG00000167972,ENST00000563623
ABCA3,ENSG00000167972,ENST00000569062
ABCA3,ENSG00000167972,ENST00000382381
ABCA3,ENSG00000167972,ENST00000301732
ABCA3,ENSG00000167972,ENST00000566200
DNAH3,ENSG00000158486,ENST00000261383
DNAH3,ENSG00000158486,ENST00000572640
CLN3,ENSG00000188603,ENST00000357857
CLN3,ENSG00000188603,ENST00000568452
CLN3,ENSG00000188603,ENST00000355477
CLN3,ENSG00000188603,ENST00000566040
CLN3,ENSG00000188603,ENST00000566816
CLN3,ENSG00000188603,ENST00000565688
CLN3,ENSG00000261832,ENST00000623866
CLN3,ENSG00000188603,ENST00000565047
CLN3,ENSG00000188603,ENST00000568497
APOBR,ENSG00000184730,ENST00000431282
CLN3,ENSG00000188603,ENST00000568443
CLN3,ENSG00000188603,ENST00000359984
CLN3,ENSG00000188603,ENST00000565778
CLN3,ENSG00000188603,ENST00000565236
CLN3,ENSG00000188603,ENST00000568558
CLN3,ENSG00000188603,ENST00000561689
CLN3,ENSG00000188603,ENST00000333496
CLN3,ENSG00000188603,ENST00000567495
CLN3,ENSG00000188603,ENST00000568076
IL27,ENSG00000197272,ENST00000356897
CLN3,ENSG00000188603,ENST00000631023
CLN3,ENSG00000188603,ENST00000360019
CLN3,ENSG00000188603,ENST00000565316
CLN3,ENSG00000188603,ENST00000561505
CLN3,ENSG00000261832,ENST00000568224
CLN3,ENSG00000188603,ENST00000567804
CLN3,ENSG00000188603,ENST00000566472
CLN3,ENSG00000188603,ENST00000357806
CLN3,ENSG00000188603,ENST00000628023
CLN3,ENSG00000188603,ENST00000567963
CLN3,ENSG00000188603,ENST00000563874
CLN3,ENSG00000188603,ENST00000395653
CLN3,ENSG00000188603,ENST00000568422
CLN3,ENSG00000188603,ENST00000569030
CLN3,ENSG00000188603,ENST00000566057
CLN3,ENSG00000188603,ENST00000566824
CLN3,ENSG00000188603,ENST00000568472
CLN3,ENSG00000188603,ENST00000569430
CLN3,ENSG00000188603,ENST00000565140
CLN3,ENSG00000188603,ENST00000564574
CLN3,ENSG00000188603,ENST00000567160
CLN3,ENSG00000188603,ENST00000566083
APOBR,ENSG00000184730,ENST00000564831
,,ENSR00001875520
,,
,,MA0477.1
,,
RNA5SP416,ENSG00000252647,ENST00000516838
RNA5SP417,ENSG00000252268,ENST00000516459
FLJ26245,ENSG00000261122,ENST00000566900
FLJ26245,ENSG00000261122,ENST00000565625
FLJ26245,ENSG00000261122,ENST00000562769
RNA5SP414,ENSG00000274228,ENST00000516580
RNA5SP413,ENSG00000252182,ENST00000516373
RNA5SP411,ENSG00000276599,ENST00000516136
RNA5SP412,ENSG00000277004,ENST00000516234
RNA5SP410,ENSG00000252094,ENST00000516285
RNA5SP415,ENSG00000253055,ENST00000517246
,,
CES1,ENSG00000198848,ENST00000563005
CES1,ENSG00000198848,ENST00000565403
CES1,ENSG00000198848,ENST00000361503
CES1,ENSG00000198848,ENST00000360526
CES1,ENSG00000198848,ENST00000422046
CES1,ENSG00000198848,ENST00000566555
RP11-461O7.1,ENSG00000246379,ENST00000501259
SLC12A3,ENSG00000070915,ENST00000438926
SLC12A3,ENSG00000070915,ENST00000262502
SLC12A3,ENSG00000070915,ENST00000566786
SLC12A3,ENSG00000070915,ENST00000563236
RP11-407G23.2,ENSG00000279019,ENST00000623921
CPNE2,ENSG00000140848,ENST00000535318
CPNE2,ENSG00000140848,ENST00000566042
CPNE2,ENSG00000140848,ENST00000566910
CPNE2,ENSG00000140848,ENST00000565766
CPNE2,ENSG00000140848,ENST00000290776
CPNE2,ENSG00000140848,ENST00000565951
CPNE2,ENSG00000140848,ENST00000565874
,,ENSR00001878072
CDH1,ENSG00000039068,ENST00000422392
CDH1,ENSG00000039068,ENST00000566612
CDH1,ENSG00000039068,ENST00000611625
CDH1,ENSG00000039068,ENST00000621016
CDH1,ENSG00000039068,ENST00000564676
CDH1,ENSG00000039068,ENST00000261769
CDH1,ENSG00000039068,ENST00000612417
CDH1,ENSG00000039068,ENST00000562836
CDH1,ENSG00000039068,ENST00000566510
CDH1,ENSG00000039068,ENST00000564745
,,ENSR00001879522
RP11-525K10.1,ENSG00000260706,ENST00000567851
RP11-525K10.1,ENSG00000260706,ENST00000563397
BCO1,ENSG00000135697,ENST00000563804
BCO1,ENSG00000135697,ENST00000258168
BCO1,ENSG00000135697,ENST00000564552
DEF8,ENSG00000140995,ENST00000570182
DEF8,ENSG00000140995,ENST00000561784
DEF8,ENSG00000140995,ENST00000569453
DEF8,ENSG00000140995,ENST00000562986
DEF8,ENSG00000140995,ENST00000268676
DEF8,ENSG00000140995,ENST00000567874
DEF8,ENSG00000140995,ENST00000418391
DEF8,ENSG00000140995,ENST00000567999
DEF8,ENSG00000140995,ENST00000568096
DEF8,ENSG00000140995,ENST00000566820
DEF8,ENSG00000140995,ENST00000617948
DEF8,ENSG00000140995,ENST00000566079
DEF8,ENSG00000140995,ENST00000610455
DEF8,ENSG00000140995,ENST00000563594
DEF8,ENSG00000140995,ENST00000569061
DEF8,ENSG00000140995,ENST00000567884
DEF8,ENSG00000140995,ENST00000564836
DEF8,ENSG00000140995,ENST00000561741
DEF8,ENSG00000140995,ENST00000567243
DEF8,ENSG00000140995,ENST00000568760
DEF8,ENSG00000140995,ENST00000562044
DEF8,ENSG00000140995,ENST00000561959
DEF8,ENSG00000140995,ENST00000563795
DEF8,ENSG00000140995,ENST00000562578
DEF8,ENSG00000140995,ENST00000569803
DEF8,ENSG00000140995,ENST00000563848
,,ENSR00001883427
AC016292.3,ENSG00000108958,ENST00000451056
RPA1,ENSG00000132383,ENST00000254719
RPA1,ENSG00000132383,ENST00000571058
RPA1,ENSG00000132383,ENST00000571725
RPA1,ENSG00000132383,ENST00000570451
ITGAE,ENSG00000083457,ENST00000571185
ITGAE,ENSG00000083457,ENST00000574026
ITGAE,ENSG00000083457,ENST00000570415
ITGAE,ENSG00000083457,ENST00000263087
CTD-3195I5.4,ENSG00000262358,ENST00000575043
,,ENSR00001884252
,,ENSR00001636239
ASGR2,ENSG00000161944,ENST00000446679
ASGR2,ENSG00000161944,ENST00000254850
ASGR2,ENSG00000161944,ENST00000450034
ASGR2,ENSG00000161944,ENST00000576487
ASGR2,ENSG00000161944,ENST00000574868
ASGR2,ENSG00000161944,ENST00000355035
,,ENSR00001884927
GABARAP,ENSG00000170296,ENST00000571253
PHF23,ENSG00000040633,ENST00000574899
GABARAP,ENSG00000170296,ENST00000302386
CTD-2545G14.7,ENSG00000262526,ENST00000570760
CTDNEP1,ENSG00000175826,ENST00000570828
PHF23,ENSG00000040633,ENST00000574236
PHF23,ENSG00000040633,ENST00000574407
PHF23,ENSG00000040633,ENST00000576955
PHF23,ENSG00000040633,ENST00000574323
PHF23,ENSG00000040633,ENST00000454255
CTDNEP1,ENSG00000175826,ENST00000318988
CTDNEP1,ENSG00000175826,ENST00000573600
CTDNEP1,ENSG00000175826,ENST00000576613
CTDNEP1,ENSG00000175826,ENST00000570484
CTDNEP1,ENSG00000175826,ENST00000574205
CTD-2545G14.6,ENSG00000279641,ENST00000624722
PHF23,ENSG00000040633,ENST00000573826
GABARAP,ENSG00000170296,ENST00000577035
CTDNEP1,ENSG00000175826,ENST00000572043
GABARAP,ENSG00000170296,ENST00000573928
PHF23,ENSG00000040633,ENST00000571362
PHF23,ENSG00000040633,ENST00000570753
PHF23,ENSG00000040633,ENST00000613632
PHF23,ENSG00000040633,ENST00000320316
GABARAP,ENSG00000170296,ENST00000571129
CTDNEP1,ENSG00000175826,ENST00000575783
PHF23,ENSG00000040633,ENST00000572789
GABARAP,ENSG00000170296,ENST00000570856
CTDNEP1,ENSG00000175826,ENST00000574322
PHF23,ENSG00000040633,ENST00000570899
,,ENSR00001884953
ZBTB4,ENSG00000174282,ENST00000380599
ZBTB4,ENSG00000174282,ENST00000311403
RP11-1090M7.1,ENSG00000265489,ENST00000584772
TVP23C-CDRT4,ENSG00000259024,ENST00000522212
CDRT4,ENSG00000239704,ENST00000619038
RP11-219A15.4,ENSG00000272815,ENST00000602730
KRT16P6,ENSG00000226145,ENST00000584481
KRT16P6,ENSG00000226145,ENST00000583748
KRT16P6,ENSG00000226145,ENST00000425692
KRT16P6,ENSG00000226145,ENST00000417510
AC144838.3,ENSG00000264617,ENST00000584107
,,
,,
,,
,,
,,
TNFAIP1,ENSG00000109079,ENST00000577535
TNFAIP1,ENSG00000109079,ENST00000226225
TNFAIP1,ENSG00000109079,ENST00000582302
TNFAIP1,ENSG00000109079,ENST00000544907
TNFAIP1,ENSG00000109079,ENST00000578158
TNFAIP1,ENSG00000109079,ENST00000583213
RP11-192H23.4,ENSG00000258472,ENST00000481916
PIGS,ENSG00000087111,ENST00000577620
PIGS,ENSG00000087111,ENST00000582615
PIGS,ENSG00000087111,ENST00000582721
PIGS,ENSG00000087111,ENST00000583631
PIGS,ENSG00000087111,ENST00000577594
PIGS,ENSG00000087111,ENST00000584080
PIGS,ENSG00000087111,ENST00000465444
PIGS,ENSG00000087111,ENST00000580968
PIGS,ENSG00000087111,ENST00000484580
PIGS,ENSG00000087111,ENST00000584413
PIGS,ENSG00000087111,ENST00000308360
PIGS,ENSG00000087111,ENST00000268758
PIGS,ENSG00000087111,ENST00000395346
TWF1P1,ENSG00000178082,ENST00000580812
,,ENSR00001888065
ASIC2,ENSG00000108684,ENST00000359872
RP11-1086I4.2,ENSG00000279674,ENST00000624332
,,ENSR00001888980
,,
MYO19,ENSG00000278259,ENST00000620413
MYO19,ENSG00000278259,ENST00000611794
MYO19,ENSG00000278259,ENST00000621550
MYO19,ENSG00000278259,ENST00000615902
MYO19,ENSG00000278259,ENST00000614416
MYO19,ENSG00000278259,ENST00000611125
MYO19,ENSG00000278259,ENST00000614623
MYO19,ENSG00000278259,ENST00000610992
MYO19,ENSG00000278259,ENST00000611063
MYO19,ENSG00000278259,ENST00000610576
MYO19,ENSG00000278259,ENST00000612097
MYO19,ENSG00000278259,ENST00000611622
MYO19,ENSG00000278259,ENST00000610930
MYO19,ENSG00000278259,ENST00000620943
RP11-445F12.1,ENSG00000277268,ENST00000616341
STARD3,ENSG00000131748,ENST00000578384
STARD3,ENSG00000131748,ENST00000583639
STARD3,ENSG00000131748,ENST00000580551
TCAP,ENSG00000173991,ENST00000578283
STARD3,ENSG00000131748,ENST00000583718
STARD3,ENSG00000131748,ENST00000585214
STARD3,ENSG00000131748,ENST00000583884
STARD3,ENSG00000131748,ENST00000583582
STARD3,ENSG00000131748,ENST00000584850
STARD3,ENSG00000131748,ENST00000443521
TCAP,ENSG00000173991,ENST00000309889
STARD3,ENSG00000131748,ENST00000336308
STARD3,ENSG00000131748,ENST00000484773
STARD3,ENSG00000131748,ENST00000460894
STARD3,ENSG00000131748,ENST00000581894
STARD3,ENSG00000131748,ENST00000580331
STARD3,ENSG00000131748,ENST00000394250
STARD3,ENSG00000131748,ENST00000582874
STARD3,ENSG00000131748,ENST00000471896
STARD3,ENSG00000131748,ENST00000578232
STARD3,ENSG00000131748,ENST00000481171
STARD3,ENSG00000131748,ENST00000578686
STARD3,ENSG00000131748,ENST00000579479
STARD3,ENSG00000131748,ENST00000488876
STARD3,ENSG00000131748,ENST00000583419
STARD3,ENSG00000131748,ENST00000580611
STARD3,ENSG00000131748,ENST00000577248
STARD3,ENSG00000131748,ENST00000585269
STARD3,ENSG00000131748,ENST00000578254
STARD3,ENSG00000131748,ENST00000544210
STARD3,ENSG00000131748,ENST00000578577
KRT9,ENSG00000171403,ENST00000588431
KRT9,ENSG00000171403,ENST00000246662
BRCA1,ENSG00000012048,ENST00000357654
BRCA1,ENSG00000012048,ENST00000491747
BRCA1,ENSG00000012048,ENST00000471181
BRCA1,ENSG00000012048,ENST00000586385
BRCA1,ENSG00000012048,ENST00000591534
BRCA1,ENSG00000012048,ENST00000461221
BRCA1,ENSG00000012048,ENST00000493795
BRCA1,ENSG00000012048,ENST00000591849
BRCA1,ENSG00000012048,ENST00000352993
BRCA1,ENSG00000012048,ENST00000468300
UBTF,ENSG00000108312,ENST00000302904
UBTF,ENSG00000108312,ENST00000529947
UBTF,ENSG00000108312,ENST00000526094
ATXN7L3,ENSG00000087152,ENST00000589805
UBTF,ENSG00000108312,ENST00000527034
UBTF,ENSG00000108312,ENST00000436088
UBTF,ENSG00000108312,ENST00000343638
UBTF,ENSG00000108312,ENST00000393606
UBTF,ENSG00000108312,ENST00000529383
MIR6782,ENSG00000275107,ENST00000619539
ATXN7L3,ENSG00000087152,ENST00000593073
UBTF,ENSG00000108312,ENST00000533177
ATXN7L3,ENSG00000087152,ENST00000587097
CTB-175E5.7,ENSG00000267394,ENST00000586560
,,ENSR00001638984
CRHR1,ENSG00000120088,ENST00000398285
CRHR1,ENSG00000120088,ENST00000581479
CRHR1,ENSG00000120088,ENST00000339069
CRHR1,ENSG00000120088,ENST00000580955
CRHR1,ENSG00000120088,ENST00000347197
CRHR1,ENSG00000120088,ENST00000583888
CRHR1,ENSG00000120088,ENST00000577353
CRHR1,ENSG00000120088,ENST00000314537
CRHR1,ENSG00000120088,ENST00000619154
CRHR1,ENSG00000120088,ENST00000580876
CRHR1,ENSG00000120088,ENST00000535778
CRHR1,ENSG00000120088,ENST00000293493
CRHR1,ENSG00000120088,ENST00000582766
CRHR1,ENSG00000120088,ENST00000352855
RP11-6N17.1,ENSG00000264243,ENST00000581213
,,ENSR00001891716
COL1A1,ENSG00000108821,ENST00000507689
COL1A1,ENSG00000108821,ENST00000494334
COL1A1,ENSG00000108821,ENST00000471344
COL1A1,ENSG00000108821,ENST00000474644
COL1A1,ENSG00000108821,ENST00000476387
COL1A1,ENSG00000108821,ENST00000495677
COL1A1,ENSG00000108821,ENST00000504289
COL1A1,ENSG00000108821,ENST00000225964
COL1A1,ENSG00000108821,ENST00000463440
COL1A1,ENSG00000108821,ENST00000485870
,,ENSR00001639551
TMEM92,ENSG00000167105,ENST00000511882
TMEM92,ENSG00000167105,ENST00000507382
TMEM92-AS1,ENSG00000251179,ENST00000508851
TMEM92,ENSG00000167105,ENST00000300433
CACNA1G,ENSG00000006283,ENST00000504076
CACNA1G,ENSG00000006283,ENST00000511768
CACNA1G,ENSG00000006283,ENST00000352832
CACNA1G,ENSG00000006283,ENST00000360761
CACNA1G,ENSG00000006283,ENST00000507609
CACNA1G,ENSG00000006283,ENST00000506520
CACNA1G,ENSG00000006283,ENST00000429973
CACNA1G,ENSG00000006283,ENST00000502264
CACNA1G,ENSG00000006283,ENST00000513689
CACNA1G,ENSG00000006283,ENST00000503607
CACNA1G,ENSG00000006283,ENST00000507510
CACNA1G,ENSG00000006283,ENST00000503436
CACNA1G,ENSG00000006283,ENST00000512389
CACNA1G,ENSG00000006283,ENST00000514079
CACNA1G,ENSG00000006283,ENST00000416767
CACNA1G,ENSG00000006283,ENST00000354983
CACNA1G,ENSG00000006283,ENST00000515765
CACNA1G,ENSG00000006283,ENST00000506406
CACNA1G,ENSG00000006283,ENST00000515165
CACNA1G,ENSG00000006283,ENST00000514181
CACNA1G,ENSG00000006283,ENST00000507336
CACNA1G,ENSG00000006283,ENST00000442258
CACNA1G,ENSG00000006283,ENST00000507896
CACNA1G,ENSG00000006283,ENST00000359106
CACNA1G,ENSG00000006283,ENST00000513964
CACNA1G,ENSG00000006283,ENST00000514717
CACNA1G,ENSG00000006283,ENST00000510366
CACNA1G,ENSG00000006283,ENST00000503485
CACNA1G,ENSG00000006283,ENST00000511765
CACNA1G,ENSG00000006283,ENST00000515411
CACNA1G,ENSG00000006283,ENST00000358244
CACNA1G,ENSG00000006283,ENST00000505165
CACNA1G,ENSG00000006283,ENST00000510115
MRPS23,ENSG00000181610,ENST00000313608
RP11-60A24.3,ENSG00000265542,ENST00000581805
RP11-60A24.3,ENSG00000265542,ENST00000580960
,,ENSR00001349754
,,ENSR00001893234
VMP1,ENSG00000062716,ENST00000593168
VMP1,ENSG00000062716,ENST00000586245
VMP1,ENSG00000062716,ENST00000262291
VMP1,ENSG00000062716,ENST00000585847
VMP1,ENSG00000062716,ENST00000589823
VMP1,ENSG00000062716,ENST00000587945
VMP1,ENSG00000062716,ENST00000592619
VMP1,ENSG00000062716,ENST00000592106
VMP1,ENSG00000062716,ENST00000588131
VMP1,ENSG00000062716,ENST00000587259
VMP1,ENSG00000062716,ENST00000591315
CSH1,ENSG00000136488,ENST00000316193
CSH1,ENSG00000136488,ENST00000453363
CSH1,ENSG00000136488,ENST00000610991
CSH1,ENSG00000136488,ENST00000558284
CSH1,ENSG00000136488,ENST00000558661
CSH1,ENSG00000136488,ENST00000329882
RGS9,ENSG00000108370,ENST00000584234
RGS9,ENSG00000108370,ENST00000577595
RGS9,ENSG00000108370,ENST00000449996
RGS9,ENSG00000108370,ENST00000443584
RGS9,ENSG00000108370,ENST00000262406
SOX9-AS1,ENSG00000234899,ENST00000628742
SOX9-AS1,ENSG00000234899,ENST00000532249
SOX9-AS1,ENSG00000234899,ENST00000414600
,,
RPTOR,ENSG00000141564,ENST00000306801
RPTOR,ENSG00000141564,ENST00000544334
RPTOR,ENSG00000141564,ENST00000570891
RPTOR,ENSG00000141564,ENST00000574767
RPTOR,ENSG00000141564,ENST00000577161
,,ENSR00001897594
B3GNTL1,ENSG00000175711,ENST00000320865
B3GNTL1,ENSG00000175711,ENST00000573629
B3GNTL1,ENSG00000175711,ENST00000571218
B3GNTL1,ENSG00000175711,ENST00000576599
B3GNTL1,ENSG00000175711,ENST00000571954
B3GNTL1,ENSG00000175711,ENST00000570947
,,ENSR00001898116
PGDP1,ENSG00000265273,ENST00000581802
RP11-326K13.2,ENSG00000266105,ENST00000582538
,,
,,
AKR1B10P2,ENSG00000263355,ENST00000577332
,,
,,
PIP5K1C,ENSG00000186111,ENST00000537021
PIP5K1C,ENSG00000186111,ENST00000592530
PIP5K1C,ENSG00000186111,ENST00000589578
PIP5K1C,ENSG00000186111,ENST00000539785
PIP5K1C,ENSG00000186111,ENST00000335312
,,ENSR00001908475
,,MA0162.2
,,MA0337.1
AC104532.2,ENSG00000267314,ENST00000588891
AC104532.4,ENSG00000267571,ENST00000591109
NDUFA11,ENSG00000174886,ENST00000591160
CAPS,ENSG00000105519,ENST00000588776
VMAC,ENSG00000187650,ENST00000339485
ALKBH7,ENSG00000125652,ENST00000245812
GTF2F1,ENSG00000125651,ENST00000594965
GTF2F1,ENSG00000125651,ENST00000594213
PSPN,ENSG00000125650,ENST00000245810
GTF2F1,ENSG00000125651,ENST00000394456
PSPN,ENSG00000125650,ENST00000597721
GTF2F1,ENSG00000125651,ENST00000593678
GTF2F1,ENSG00000125651,ENST00000595047
ZNF699,ENSG00000196110,ENST00000588336
ZNF699,ENSG00000196110,ENST00000308650
ZNF699,ENSG00000196110,ENST00000591998
PIN1,ENSG00000127445,ENST00000586025
PIN1,ENSG00000127445,ENST00000586352
PIN1,ENSG00000127445,ENST00000587625
PIN1,ENSG00000127445,ENST00000590540
PIN1,ENSG00000127445,ENST00000588695
PIN1,ENSG00000127445,ENST00000591777
PIN1,ENSG00000127445,ENST00000380889
OLFM2,ENSG00000105088,ENST00000264833
OLFM2,ENSG00000105088,ENST00000590841
PIN1,ENSG00000127445,ENST00000247970
PIN1,ENSG00000127445,ENST00000585442
PIN1,ENSG00000127445,ENST00000589058
,,ENSR00001909714
DDX39A,ENSG00000123136,ENST00000242776
DDX39A,ENSG00000123136,ENST00000592391
DDX39A,ENSG00000123136,ENST00000588692
DDX39A,ENSG00000123136,ENST00000592927
ADGRE5,ENSG00000123146,ENST00000358600
ADGRE5,ENSG00000123146,ENST00000242786
ADGRE5,ENSG00000123146,ENST00000586849
DDX39A,ENSG00000123136,ENST00000589318
ADGRE5,ENSG00000123146,ENST00000357355
DDX39A,ENSG00000123136,ENST00000587730
ADGRE5,ENSG00000123146,ENST00000591565
CTC-548K16.5,ENSG00000267379,ENST00000590626
DDX39A,ENSG00000123136,ENST00000324340
,,ENSR00001910622
CPAMD8,ENSG00000160111,ENST00000599287
CPAMD8,ENSG00000160111,ENST00000597709
RN7SL835P,ENSG00000264250,ENST00000579920
CPAMD8,ENSG00000160111,ENST00000601782
CPAMD8,ENSG00000160111,ENST00000388925
CPAMD8,ENSG00000160111,ENST00000594249
CPAMD8,ENSG00000160111,ENST00000443236
TMEM161A,ENSG00000064545,ENST00000591443
TMEM161A,ENSG00000064545,ENST00000587096
TMEM161A,ENSG00000064545,ENST00000450333
TMEM161A,ENSG00000064545,ENST00000590216
TMEM161A,ENSG00000064545,ENST00000162044
TMEM161A,ENSG00000064545,ENST00000589448
TMEM161A,ENSG00000064545,ENST00000587925
TMEM161A,ENSG00000064545,ENST00000587583
TMEM161A,ENSG00000064545,ENST00000591031
TMEM161A,ENSG00000064545,ENST00000587985
TMEM161A,ENSG00000064545,ENST00000587406
,,ENSR00001911512
,,MA0162.2
,,MA0079.3
CTC-457E21.10,ENSG00000271149,ENST00000603174
AC011467.1,ENSG00000221790,ENST00000408863
GOLGA2P9,ENSG00000269332,ENST00000600260
GOLGA2P9,ENSG00000269332,ENST00000596977
GOLGA2P9,ENSG00000269332,ENST00000597408
CTC-457E21.6,ENSG00000268823,ENST00000599738
RN7SL860P,ENSG00000240713,ENST00000473738
CTC-457E21.4,ENSG00000269316,ENST00000597392
CTC-457E21.5,ENSG00000269025,ENST00000594891
CTC-457E21.6,ENSG00000268823,ENST00000599738
GOLGA2P9,ENSG00000269332,ENST00000600260
GOLGA2P9,ENSG00000269332,ENST00000596977
CTC-457E21.5,ENSG00000269025,ENST00000598658
AC011467.1,ENSG00000221790,ENST00000408863
WDR87,ENSG00000171804,ENST00000447313
WDR87,ENSG00000171804,ENST00000473328
WDR87,ENSG00000171804,ENST00000303868
WDR87,ENSG00000171804,ENST00000620076
SPRED3,ENSG00000188766,ENST00000587947
GGN,ENSG00000179168,ENST00000334928
